Row_num,Country,Year,Disease Name,Country_Population,Incidence_Rate,Prevalence_Rate,Mortality_Rate,Population_Affected,Affected_Male,Affected_Female,Age_0_18_Pct,Age_19_35_Pct,Age_36_60_Pct,Age_61_Plus_Pct,Urban_Population_Pct,Rural_Population_Pct,Healthcare_Access,Doctors_per_1000,Hospital_Beds_per_1000,Treatment_Type,Recovery_Rate,DALYs,Improvement_5_Years,Avg_Treatment_Cost_USD,Vaccine_Treatment_Availability,Health_Index,Per_Capita_Income_USD,Education_Index,Urbanization_Rate,Population Coverage (%),Gender Ratio (M:F),Urban_Rural_Ratio,Severity Score,Risk Score,Record_ID,Country_encoded,Disease Name_encoded,Treatment_Type_encoded,Vaccine_Treatment_Availability_encoded
9277.0,Canada,2012,Influenza,34713395.0,14.81,16.41,0.07,5141054.0,2601373.0,2539681.0,21.0,25.0,34.0,20.0,79.0,21.0,84.12,2.57,2.62,Medication,55.75,77.875,-14.82,340.0,High,61.2,52354.83,0.89,79.0,14.81,1.02,3.76,1.58,6.87,1753,3,11,0,0
9725.0,Canada,2012,Leprosy,34713395.0,0.01,0.0,0.01,1912.0,1134.0,778.0,6.0,20.0,44.0,30.0,79.0,21.0,70.12,2.9,5.03,Medication,78.46,0.0,19.88,7978.0,Medium,58.5,52354.83,0.89,79.0,0.01,1.46,3.76,0.01,0.01,1754,3,12,0,2
7641.0,Canada,2012,Malaria,34713395.0,0.0,0.0,0.0,1343.0,712.0,631.0,31.0,30.0,29.0,10.0,79.0,21.0,75.12,2.61,8.66,Medication,94.98,0.0,45.12,1131.0,High,74.1,52354.83,0.89,79.0,0.0,1.13,3.76,0.0,0.0,1755,3,13,0,0
8691.0,Canada,2012,Measles,34713395.0,0.9,1.06,0.0,312421.0,156211.0,156211.0,46.0,20.0,12.0,22.0,79.0,21.0,77.12,3.7,2.64,Vaccination,52.27,8.42,-20.14,961.0,High,61.8,52354.83,0.89,79.0,0.9,1.0,3.76,0.67,0.76,1756,3,14,4,0
3017.0,Canada,2012,Parkinson'S Disease,34713395.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,86.12,4.0,8.7,Therapy,80.02,0.0,22.26,7978.0,Medium,63.1,52354.83,0.89,79.0,0.19,1.12,3.55,0.01,0.08,1757,3,15,2,2
4441.0,Canada,2012,Polio,34713395.0,0.01,0.0,0.0,2760.0,1410.0,1350.0,36.0,20.0,14.0,30.0,79.0,21.0,71.12,2.73,3.74,Vaccination,68.2,0.0,4.2,355.0,High,61.9,52354.83,0.89,79.0,0.01,1.04,3.76,0.0,0.0,1758,3,16,4,0
5316.0,Canada,2012,Rabies,34713395.0,0.01,0.01,0.0,3471.0,2277.0,1194.0,11.0,25.0,39.0,25.0,79.0,21.0,82.12,3.02,4.32,Medication,72.79,0.18,11.21,1603.0,Medium,60.1,52354.83,0.89,79.0,0.01,1.91,3.76,0.05,0.03,1759,3,17,0,2
5196.0,Canada,2012,Tubrculosis,34713395.0,0.1,0.54,0.01,34713.0,21036.0,13677.0,16.0,25.0,34.0,25.0,79.0,21.0,73.12,4.44,10.69,Medication,97.96,3.12,49.67,2175.0,High,80.9,52354.83,0.89,79.0,0.1,1.54,3.76,0.43,0.3,1760,3,18,0,0
559.0,Canada,2012,Zika,34713395.0,0.01,0.0,0.0,2418.0,1185.0,1233.0,21.0,30.0,14.0,35.0,79.0,21.0,84.12,4.75,8.4,Medication,83.16,0.0,27.06,1003.0,Medium,48.1,52354.83,0.89,79.0,0.01,0.96,3.76,0.0,0.0,1761,3,20,0,2
1804.0,Canada,2013,Alzheimer'S Disease,35080992.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,84.13,4.04,11.29,Therapy,78.16,0.0,5.64,7978.0,Medium,64.0,52321.22,0.89,79.2,0.19,1.12,3.55,0.01,0.08,1762,3,0,2,2
1416.0,Canada,2013,Asthma,35080992.0,0.55,7.84,0.05,192945.0,88369.0,104576.0,21.0,25.0,29.0,25.0,79.0,21.0,81.13,3.99,11.92,Medication,80.03,30.49,8.16,1414.0,High,87.3,52321.22,0.89,79.2,0.55,0.85,3.76,1.07,0.86,1763,3,1,0,0
8243.0,Canada,2013,COVID-19,35080992.0,2.46,3.44,0.02,862992.0,451345.0,411647.0,11.0,25.0,34.0,30.0,79.0,21.0,89.13,3.49,7.18,Medication,71.89,29.72,-2.84,4183.0,Medium,43.6,52321.22,0.89,79.2,2.46,1.1,3.76,1.04,1.61,1764,3,2,0,2
1652.0,Canada,2013,Cancer,35080992.0,0.69,13.47,0.06,242059.0,121998.0,120061.0,1.0,10.0,39.0,50.0,79.0,21.0,87.13,4.6,11.86,Surgery,75.38,47.96,1.88,7978.0,High,72.0,52321.22,0.89,79.2,0.69,1.02,3.76,1.21,1.0,1765,3,3,1,0
3267.0,Canada,2013,Cholera,35080992.0,0.0,0.0,0.0,1279.0,663.0,616.0,21.0,30.0,29.0,20.0,79.0,21.0,70.13,4.91,10.55,Medication,55.34,0.0,-25.21,2707.0,Medium,66.5,52321.22,0.89,79.2,0.0,1.08,3.76,0.0,0.0,1766,3,4,0,2
2681.0,Canada,2013,Dengue,35080992.0,0.01,0.0,0.0,2023.0,1036.0,987.0,26.0,35.0,29.0,10.0,79.0,21.0,80.13,4.26,2.73,Medication,63.48,0.0,-14.2,1854.0,Medium,59.0,52321.22,0.89,79.2,0.01,1.05,3.76,0.0,0.0,1767,3,5,0,2
9557.0,Canada,2013,Diabetes,35080992.0,0.47,8.52,0.075,164881.0,85079.0,79802.0,1.0,15.0,44.0,40.0,79.0,21.0,93.13,3.1,11.88,Medication,98.84,44.16,33.59,2269.0,High,90.0,52321.22,0.89,79.2,0.47,1.07,3.76,1.21,0.91,1768,3,6,0,0
3363.0,Canada,2013,Ebola,35080992.0,0.01,0.0,0.0,2252.0,1112.0,1140.0,6.0,25.0,39.0,30.0,79.0,21.0,76.13,4.24,3.72,Therapy,64.21,0.0,-13.22,7978.0,Medium,37.8,52321.22,0.89,79.2,0.01,0.98,3.76,0.0,0.0,1769,3,7,2,2
4676.0,Canada,2013,HIVADS,35080992.0,0.25,2.04,0.02,87702.0,48850.0,38852.0,6.0,30.0,39.0,25.0,79.0,21.0,78.13,3.71,2.46,Medication,80.67,9.08,9.03,2376.0,High,59.5,52321.22,0.89,79.2,0.25,1.26,3.76,0.71,0.53,1770,3,8,0,0
8312.0,Canada,2013,Hepatitis,35080992.0,0.04,0.44,0.0,14032.0,8447.0,5585.0,1.0,15.0,39.0,45.0,79.0,21.0,92.13,4.67,4.28,Medication,74.66,1.97,0.91,1440.0,High,74.7,52321.22,0.89,79.2,0.04,1.51,3.76,0.33,0.21,1771,3,9,0,0
1716.0,Canada,2013,Hypertension,35080992.0,1.71,31.26,0.075,599885.0,316739.0,283146.0,1.0,8.0,39.0,52.0,79.0,21.0,87.13,4.25,10.91,Medication,84.36,77.875,14.02,2293.0,High,90.8,52321.22,0.89,79.2,1.71,1.12,3.76,1.74,1.73,1772,3,10,0,0
5144.0,Canada,2013,Influenza,35080992.0,11.3,12.7,0.075,3964152.0,1962255.0,2001897.0,21.0,25.0,34.0,20.0,79.0,21.0,75.13,2.93,9.27,Medication,60.57,77.875,-18.14,365.0,High,69.6,52321.22,0.89,79.2,11.3,0.98,3.76,1.45,5.39,1773,3,11,0,0
8509.0,Canada,2013,Leprosy,35080992.0,0.01,0.0,0.01,2206.0,1321.0,885.0,6.0,20.0,44.0,30.0,79.0,21.0,85.13,3.19,5.37,Medication,79.49,0.0,7.43,7978.0,Medium,64.0,52321.22,0.89,79.2,0.01,1.49,3.76,0.01,0.01,1774,3,12,0,2
9410.0,Canada,2013,Malaria,35080992.0,0.01,0.0,0.0,2683.0,1392.0,1291.0,31.0,30.0,29.0,10.0,79.0,21.0,86.13,3.64,4.16,Medication,84.95,0.0,14.81,1201.0,High,72.0,52321.22,0.89,79.2,0.01,1.08,3.76,0.0,0.0,1775,3,13,0,0
4899.0,Canada,2013,Measles,35080992.0,1.6,1.91,0.01,561296.0,286261.0,275035.0,46.0,20.0,12.0,22.0,79.0,21.0,74.13,3.16,2.52,Vaccination,94.68,16.27,27.96,1048.0,High,67.0,52321.22,0.89,79.2,1.6,1.04,3.76,0.86,1.16,1776,3,14,4,0
5506.0,Canada,2013,Parkinson'S Disease,35080992.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,87.13,5.05,5.29,Therapy,53.3,0.0,-27.96,7978.0,Medium,57.4,52321.22,0.89,79.2,0.19,1.12,3.55,0.01,0.08,1777,3,15,2,2
3680.0,Canada,2013,Polio,35080992.0,0.01,0.0,0.0,2107.0,1077.0,1030.0,36.0,20.0,14.0,30.0,79.0,21.0,94.13,4.74,7.65,Vaccination,95.8,0.0,29.48,367.0,High,83.8,52321.22,0.89,79.2,0.01,1.05,3.76,0.0,0.0,1778,3,16,4,0
5221.0,Canada,2013,Rabies,35080992.0,0.0,0.0,0.0,1702.0,1127.0,575.0,11.0,25.0,39.0,25.0,79.0,21.0,81.13,4.49,3.78,Medication,68.59,0.01,-7.3,1728.0,Medium,62.3,52321.22,0.89,79.2,0.0,1.96,3.76,0.0,0.0,1779,3,17,0,2
3096.0,Canada,2013,Tubrculosis,35080992.0,0.07,0.41,0.01,24557.0,14906.0,9651.0,16.0,25.0,34.0,25.0,79.0,21.0,94.13,3.73,8.8,Medication,83.36,2.13,12.66,2285.0,High,80.4,52321.22,0.89,79.2,0.07,1.54,3.76,0.35,0.24,1780,3,18,0,0
1286.0,Canada,2013,Zika,35080992.0,0.01,0.0,0.0,2085.0,997.0,1088.0,21.0,30.0,14.0,35.0,79.0,21.0,90.13,3.26,3.07,Medication,84.76,0.0,14.56,1013.0,Medium,40.9,52321.22,0.89,79.2,0.01,0.92,3.76,0.0,0.0,1781,3,20,0,2
4297.0,Canada,2014,Alzheimer'S Disease,35434066.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,86.14,4.76,7.03,Therapy,82.55,0.0,29.92,7978.0,Medium,63.3,50674.56,0.9,79.4,0.19,1.12,3.55,0.01,0.08,1782,3,0,2,2
2893.0,Canada,2014,Asthma,35434066.0,0.17,1.82,0.01,60238.0,27408.0,32830.0,21.0,25.0,29.0,25.0,79.0,21.0,94.14,3.65,5.01,Medication,77.49,8.62,21.95,1405.0,High,82.2,50674.56,0.9,79.4,0.17,0.83,3.76,0.69,0.48,1783,3,1,0,0
1733.0,Canada,2014,COVID-19,35434066.0,3.45,3.6,0.02,1222475.0,655247.0,567228.0,11.0,25.0,34.0,30.0,79.0,21.0,75.14,4.32,8.45,Medication,97.66,35.53,53.7,4307.0,Medium,47.4,50674.56,0.9,79.4,3.45,1.16,3.76,1.09,2.03,1784,3,2,0,2
2500.0,Canada,2014,Cancer,35434066.0,0.9,11.82,0.07,318907.0,163280.0,155627.0,1.0,10.0,39.0,50.0,79.0,21.0,85.14,3.35,6.55,Surgery,72.16,56.56,13.57,7978.0,High,63.9,50674.56,0.9,79.4,0.9,1.05,3.76,1.26,1.12,1785,3,3,1,0
5681.0,Canada,2014,Cholera,35434066.0,0.01,0.0,0.0,2636.0,1402.0,1234.0,21.0,30.0,29.0,20.0,79.0,21.0,92.14,2.91,6.19,Medication,57.09,0.0,-10.15,2903.0,Medium,62.2,50674.56,0.9,79.4,0.01,1.14,3.76,0.0,0.0,1786,3,4,0,2
8388.0,Canada,2014,Dengue,35434066.0,0.01,0.0,0.0,2666.0,1330.0,1336.0,26.0,35.0,29.0,10.0,79.0,21.0,85.14,3.51,3.35,Medication,92.01,0.0,44.81,1989.0,Medium,64.3,50674.56,0.9,79.4,0.01,1.0,3.76,0.0,0.0,1787,3,5,0,2
3030.0,Canada,2014,Diabetes,35434066.0,0.87,8.77,0.07,308276.0,157837.0,150439.0,1.0,15.0,44.0,40.0,79.0,21.0,72.14,3.9,11.75,Medication,83.87,42.35,32.0,2379.0,High,85.1,50674.56,0.9,79.4,0.87,1.05,3.76,1.18,1.06,1788,3,6,0,0
2499.0,Canada,2014,Ebola,35434066.0,0.01,0.0,0.0,2577.0,1317.0,1260.0,6.0,25.0,39.0,30.0,79.0,21.0,85.14,2.84,8.81,Therapy,65.51,0.0,3.1,7978.0,Medium,50.7,50674.56,0.9,79.4,0.01,1.05,3.76,0.0,0.0,1789,3,7,2,2
7260.0,Canada,2014,HIVADS,35434066.0,0.29,1.94,0.02,102759.0,57648.0,45111.0,6.0,30.0,39.0,25.0,79.0,21.0,76.14,2.8,3.3,Medication,73.06,11.16,14.98,2323.0,High,56.6,50674.56,0.9,79.4,0.29,1.28,3.76,0.76,0.57,1790,3,8,0,0
4239.0,Canada,2014,Hepatitis,35434066.0,0.12,1.11,0.01,42521.0,25980.0,16541.0,1.0,15.0,39.0,45.0,79.0,21.0,91.14,4.35,2.29,Medication,95.52,4.49,50.33,1526.0,High,74.6,50674.56,0.9,79.4,0.12,1.57,3.76,0.52,0.36,1791,3,9,0,0
7010.0,Canada,2014,Hypertension,35434066.0,1.54,19.2,0.075,545685.0,284302.0,261383.0,1.0,8.0,39.0,52.0,79.0,21.0,82.14,2.66,7.3,Medication,78.64,74.77,23.76,2268.0,High,79.3,50674.56,0.9,79.4,1.54,1.09,3.76,1.38,1.44,1792,3,10,0,0
652.0,Canada,2014,Influenza,35434066.0,10.77,12.66,0.075,3816249.0,1927206.0,1889043.0,21.0,25.0,34.0,20.0,79.0,21.0,95.14,2.69,8.7,Medication,86.99,77.875,36.91,387.0,High,78.4,50674.56,0.9,79.4,10.77,1.02,3.76,1.48,5.2,1793,3,11,0,0
3410.0,Canada,2014,Leprosy,35434066.0,0.0,0.0,0.01,1237.0,745.0,492.0,6.0,20.0,44.0,30.0,79.0,21.0,74.14,4.81,10.34,Medication,51.05,0.0,-19.66,7978.0,Medium,66.5,50674.56,0.9,79.4,0.0,1.51,3.76,0.01,0.01,1794,3,12,0,2
7402.0,Canada,2014,Malaria,35434066.0,0.01,0.0,0.0,2827.0,1507.0,1320.0,31.0,30.0,29.0,10.0,79.0,21.0,95.14,2.66,4.15,Medication,94.01,0.0,47.95,1219.0,High,73.4,50674.56,0.9,79.4,0.01,1.14,3.76,0.0,0.0,1795,3,13,0,0
1800.0,Canada,2014,Measles,35434066.0,0.56,0.66,0.0,198431.0,101795.0,96636.0,46.0,20.0,12.0,22.0,79.0,21.0,75.14,3.76,5.79,Vaccination,64.96,5.59,2.23,1127.0,High,67.9,50674.56,0.9,79.4,0.56,1.05,3.76,0.57,0.57,1796,3,14,4,0
1961.0,Canada,2014,Parkinson'S Disease,35434066.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,76.14,3.07,9.43,Therapy,63.79,0.0,0.39,7978.0,Medium,56.8,50674.56,0.9,79.4,0.19,1.12,3.55,0.01,0.08,1797,3,15,2,2
4193.0,Canada,2014,Polio,35434066.0,0.0,0.0,0.0,1521.0,768.0,753.0,36.0,20.0,14.0,30.0,79.0,21.0,85.14,4.79,5.83,Vaccination,69.25,0.0,8.99,372.0,High,74.3,50674.56,0.9,79.4,0.0,1.02,3.76,0.0,0.0,1798,3,16,4,0
3708.0,Canada,2014,Rabies,35434066.0,0.01,0.0,0.0,2175.0,1414.0,761.0,11.0,25.0,39.0,25.0,79.0,21.0,80.14,4.96,8.08,Medication,82.08,0.01,29.18,1659.0,Medium,71.5,50674.56,0.9,79.4,0.01,1.86,3.76,0.0,0.0,1799,3,17,0,2
3460.0,Canada,2014,Tubrculosis,35434066.0,0.08,0.53,0.01,28347.0,17348.0,10999.0,16.0,25.0,34.0,25.0,79.0,21.0,85.14,2.9,11.32,Medication,61.68,2.49,-2.93,2279.0,High,73.4,50674.56,0.9,79.4,0.08,1.58,3.76,0.38,0.26,1800,3,18,0,0
7343.0,Canada,2014,Zika,35434066.0,0.0,0.0,0.0,995.0,472.0,523.0,21.0,30.0,14.0,35.0,79.0,21.0,72.14,3.71,7.18,Medication,97.94,0.0,54.14,1095.0,Medium,44.2,50674.56,0.9,79.4,0.0,0.9,3.76,0.0,0.0,1801,3,20,0,2
1724.0,Canada,2015,Alzheimer'S Disease,35704498.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,81.15,2.94,2.76,Therapy,90.7,0.0,71.42,7978.0,Low,49.2,43281.74,0.9,79.6,0.19,1.12,3.55,0.01,0.08,1802,3,0,2,1
8291.0,Canada,2015,Asthma,35704498.0,0.83,15.31,0.075,296347.0,134245.0,162102.0,20.0,25.0,29.0,26.0,80.0,20.0,91.15,3.82,7.89,Medication,51.43,73.77,-2.8,1429.0,High,80.9,43281.74,0.9,79.6,0.83,0.83,4.0,1.39,1.17,1803,3,1,0,0
1129.0,Canada,2015,COVID-19,35704498.0,1.86,2.28,0.01,664104.0,353967.0,310137.0,10.0,25.0,34.0,31.0,80.0,20.0,86.15,4.41,11.14,Medication,51.62,24.36,-2.44,4653.0,Medium,45.1,43281.74,0.9,79.6,1.86,1.14,4.0,0.98,1.33,1804,3,2,0,2
1170.0,Canada,2015,Cancer,35704498.0,0.96,14.56,0.075,342763.0,172753.0,170010.0,1.0,10.0,39.0,50.0,80.0,20.0,87.15,3.61,7.3,Surgery,94.84,51.15,79.25,7978.0,High,69.5,43281.74,0.9,79.6,0.96,1.02,4.0,1.26,1.14,1805,3,3,1,0
92.0,Canada,2015,Cholera,35704498.0,0.0,0.0,0.0,1509.0,797.0,712.0,20.0,30.0,29.0,21.0,80.0,20.0,90.15,4.74,2.45,Medication,93.68,0.0,77.06,3131.0,Medium,68.1,43281.74,0.9,79.6,0.0,1.12,4.0,0.0,0.0,1806,3,4,0,2
9175.0,Canada,2015,Dengue,35704498.0,0.01,0.0,0.0,2628.0,1332.0,1296.0,25.0,35.0,29.0,11.0,80.0,20.0,94.15,5.05,8.57,Medication,67.01,0.0,26.65,2058.0,Medium,73.4,43281.74,0.9,79.6,0.01,1.03,4.0,0.0,0.0,1807,3,5,0,2
6013.0,Canada,2015,Diabetes,35704498.0,0.96,10.19,0.075,342763.0,176523.0,166240.0,1.0,15.0,44.0,40.0,80.0,20.0,73.15,3.75,4.78,Medication,62.42,48.64,17.97,2611.0,High,72.8,43281.74,0.9,79.6,0.96,1.06,4.0,1.23,1.12,1808,3,6,0,0
4327.0,Canada,2015,Ebola,35704498.0,0.0,0.0,0.0,1545.0,773.0,773.0,5.0,25.0,39.0,31.0,80.0,20.0,79.15,4.28,11.79,Therapy,93.63,0.0,76.96,7978.0,Medium,57.6,43281.74,0.9,79.6,0.0,1.0,4.0,0.0,0.0,1809,3,7,2,2
4405.0,Canada,2015,HIVADS,35704498.0,0.04,0.18,0.0,14282.0,7827.0,6455.0,5.0,30.0,39.0,26.0,80.0,20.0,84.15,3.85,9.51,Therapy,89.92,0.99,69.95,2391.0,High,71.2,43281.74,0.9,79.6,0.04,1.21,4.0,0.21,0.14,1810,3,8,2,0
3886.0,Canada,2015,Hepatitis,35704498.0,0.04,0.4,0.01,14282.0,8555.0,5727.0,1.0,15.0,39.0,45.0,80.0,20.0,87.15,3.98,5.54,Medication,88.4,1.78,67.08,1720.0,High,75.7,43281.74,0.9,79.6,0.04,1.49,4.0,0.31,0.2,1811,3,9,0,0
4893.0,Canada,2015,Hypertension,35704498.0,1.38,21.47,0.075,492722.0,259172.0,233550.0,1.0,8.0,39.0,52.0,80.0,20.0,74.15,3.79,5.0,Medication,62.99,77.875,19.05,2383.0,High,73.7,43281.74,0.9,79.6,1.38,1.11,4.0,1.56,1.49,1812,3,10,0,0
6483.0,Canada,2015,Influenza,35704498.0,13.89,18.86,0.02,4959355.0,2454881.0,2504474.0,20.0,25.0,34.0,21.0,80.0,20.0,76.15,3.74,5.22,Vaccination,60.0,77.875,13.4,403.0,High,66.5,43281.74,0.9,79.6,13.89,0.98,4.0,1.53,6.47,1813,3,11,4,0
7955.0,Canada,2015,Leprosy,35704498.0,0.01,0.0,0.01,2339.0,1420.0,919.0,5.0,20.0,44.0,31.0,80.0,20.0,83.15,2.99,5.12,Medication,94.4,0.0,78.42,7978.0,Medium,65.2,43281.74,0.9,79.6,0.01,1.55,4.0,0.01,0.01,1814,3,12,0,2
9755.0,Canada,2015,Malaria,35704498.0,0.0,0.0,0.0,603.0,317.0,286.0,30.0,30.0,29.0,11.0,80.0,20.0,94.15,2.61,4.24,Medication,79.44,0.0,50.14,1354.0,High,70.5,43281.74,0.9,79.6,0.0,1.11,4.0,0.0,0.0,1815,3,13,0,0
3396.0,Canada,2015,Measles,35704498.0,1.94,2.4,0.01,692667.0,352568.0,340099.0,45.0,20.0,12.0,23.0,80.0,20.0,81.15,4.85,6.38,Vaccination,65.33,25.36,23.47,1197.0,High,73.4,43281.74,0.9,79.6,1.94,1.04,4.0,0.99,1.37,1816,3,14,4,0
2817.0,Canada,2015,Parkinson'S Disease,35704498.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,76.15,3.84,10.51,Therapy,87.47,0.0,65.32,7978.0,Medium,63.1,43281.74,0.9,79.6,0.19,1.12,3.55,0.01,0.08,1817,3,15,2,2
6708.0,Canada,2015,Polio,35704498.0,0.0,0.0,0.0,488.0,244.0,244.0,35.0,20.0,14.0,31.0,80.0,20.0,94.15,5.02,11.16,Vaccination,63.13,0.0,19.32,386.0,Medium,74.6,43281.74,0.9,79.6,0.0,1.0,4.0,0.0,0.0,1818,3,16,4,2
6748.0,Canada,2015,Rabies,35704498.0,0.01,0.0,0.0,1876.0,1219.0,657.0,10.0,25.0,39.0,26.0,80.0,20.0,72.15,3.81,6.34,Medication,50.71,0.06,-4.16,1782.0,Medium,58.3,43281.74,0.9,79.6,0.01,1.86,4.0,0.02,0.02,1819,3,17,0,2
1622.0,Canada,2015,Tubrculosis,35704498.0,0.17,1.23,0.02,60698.0,36176.0,24522.0,15.0,25.0,34.0,26.0,80.0,20.0,80.15,3.36,10.06,Medication,94.9,5.57,79.36,2587.0,High,79.3,43281.74,0.9,79.6,0.17,1.48,4.0,0.58,0.42,1820,3,18,0,0
4517.0,Canada,2015,Zika,35704498.0,0.01,0.0,0.0,2478.0,1214.0,1264.0,20.0,30.0,14.0,36.0,80.0,20.0,76.15,4.79,7.01,Vaccination,81.84,0.0,54.68,1154.0,Medium,44.9,43281.74,0.9,79.6,0.01,0.96,4.0,0.0,0.0,1821,3,20,4,2
3168.0,Canada,2016,Alzheimer'S Disease,36110803.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,73.16,2.76,9.66,Therapy,56.32,0.0,-16.38,7978.0,Low,49.6,42031.79,0.9,79.7,0.19,1.12,3.55,0.01,0.08,1822,3,0,2,1
8499.0,Canada,2016,Asthma,36110803.0,0.37,4.55,0.0,133610.0,61728.0,71882.0,20.0,25.0,29.0,26.0,80.0,20.0,71.16,3.26,2.8,Medication,77.82,17.86,15.55,1544.0,High,70.9,42031.79,0.9,79.7,0.37,0.86,4.0,0.88,0.68,1823,3,1,0,0
7029.0,Canada,2016,COVID-19,36110803.0,0.88,1.1,0.01,317775.0,169056.0,148719.0,10.0,25.0,34.0,31.0,80.0,20.0,86.16,2.76,11.91,Medication,71.55,8.54,6.24,4719.0,Medium,44.4,42031.79,0.9,79.7,0.88,1.14,4.0,0.68,0.76,1824,3,2,0,2
569.0,Canada,2016,Cancer,36110803.0,0.75,14.59,0.075,270831.0,136499.0,134332.0,1.0,10.0,39.0,50.0,80.0,20.0,79.16,2.89,8.91,Surgery,83.67,64.84,24.23,7978.0,High,66.0,42031.79,0.9,79.7,0.75,1.02,4.0,1.31,1.09,1825,3,3,1,0
1592.0,Canada,2016,Cholera,36110803.0,0.01,0.0,0.0,2748.0,1448.0,1300.0,20.0,30.0,29.0,21.0,80.0,20.0,73.16,3.51,6.2,Medication,80.56,0.0,19.61,3064.0,Medium,62.9,42031.79,0.9,79.7,0.01,1.11,4.0,0.0,0.0,1826,3,4,0,2
8237.0,Canada,2016,Dengue,36110803.0,0.0,0.0,0.0,1595.0,813.0,782.0,25.0,35.0,29.0,11.0,80.0,20.0,86.16,4.4,6.33,Medication,78.31,0.0,16.27,2098.0,Medium,68.6,42031.79,0.9,79.7,0.0,1.04,4.0,0.0,0.0,1827,3,5,0,2
3456.0,Canada,2016,Diabetes,36110803.0,0.92,14.19,0.05,332219.0,172754.0,159465.0,1.0,15.0,44.0,40.0,80.0,20.0,71.16,4.28,2.21,Medication,64.29,64.6,-4.54,2643.0,High,70.4,42031.79,0.9,79.7,0.92,1.08,4.0,1.29,1.14,1828,3,6,0,0
2479.0,Canada,2016,Ebola,36110803.0,0.0,0.0,0.0,853.0,438.0,415.0,5.0,25.0,39.0,31.0,80.0,20.0,76.16,4.36,3.44,Therapy,70.56,0.0,4.77,7978.0,Medium,47.0,42031.79,0.9,79.7,0.0,1.06,4.0,0.0,0.0,1829,3,7,2,2
2060.0,Canada,2016,HIVADS,36110803.0,0.13,1.08,0.01,46944.0,26523.0,20421.0,5.0,30.0,39.0,26.0,80.0,20.0,71.16,3.95,2.29,Medication,61.24,5.55,-9.07,2719.0,High,55.1,42031.79,0.9,79.7,0.13,1.3,4.0,0.57,0.39,1830,3,8,0,0
9841.0,Canada,2016,Hepatitis,36110803.0,0.49,2.62,0.07,176943.0,108466.0,68477.0,1.0,15.0,39.0,45.0,80.0,20.0,74.16,3.53,11.06,Medication,93.91,15.56,39.44,1709.0,High,78.0,42031.79,0.9,79.7,0.49,1.58,4.0,0.89,0.73,1831,3,9,0,0
9940.0,Canada,2016,Hypertension,36110803.0,1.69,21.25,0.075,610273.0,324665.0,285608.0,1.0,8.0,39.0,52.0,80.0,20.0,70.16,3.5,9.13,Medication,76.25,77.875,13.21,2629.0,High,80.5,42031.79,0.9,79.7,1.69,1.14,4.0,1.39,1.51,1832,3,10,0,0
6532.0,Canada,2016,Influenza,36110803.0,13.34,14.1,0.075,4817181.0,2432676.0,2384505.0,20.0,25.0,34.0,21.0,80.0,20.0,93.16,4.66,5.22,Medication,68.05,77.875,1.04,422.0,High,75.0,42031.79,0.9,79.7,13.34,1.02,4.0,1.57,6.28,1833,3,11,0,0
2515.0,Canada,2016,Leprosy,36110803.0,0.01,0.0,0.01,2335.0,1422.0,913.0,5.0,20.0,44.0,31.0,80.0,20.0,83.16,3.04,6.99,Medication,88.15,0.0,30.88,7978.0,Medium,66.8,42031.79,0.9,79.7,0.01,1.56,4.0,0.01,0.01,1834,3,12,0,2
6105.0,Canada,2016,Malaria,36110803.0,0.0,0.0,0.0,1239.0,642.0,597.0,30.0,30.0,29.0,11.0,80.0,20.0,70.16,3.2,7.72,Medication,53.74,0.0,-20.21,1418.0,High,65.7,42031.79,0.9,79.7,0.0,1.08,4.0,0.0,0.0,1835,3,13,0,0
8065.0,Canada,2016,Measles,36110803.0,1.36,1.76,0.01,491107.0,244571.0,246536.0,45.0,20.0,12.0,23.0,80.0,20.0,80.16,3.47,9.45,Vaccination,83.7,17.37,24.28,1255.0,High,76.8,42031.79,0.9,79.7,1.36,0.99,4.0,0.88,1.07,1836,3,14,4,0
8328.0,Canada,2016,Parkinson'S Disease,36110803.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,84.16,3.94,8.47,Therapy,78.64,0.0,16.76,7978.0,Medium,62.0,42031.79,0.9,79.7,0.19,1.12,3.55,0.01,0.08,1837,3,15,2,2
